-5.998886579999999746e+00 -5.998310090000000372e+00 -5.997350820000000304e+00 -5.995902140000000102e+00 -5.993569560000000074e+00 -5.989062630000000276e+00 -5.982527900000000010e+00 -5.973444060000000277e+00 -5.958372859999999882e+00 -5.935740889999999936e+00 -5.899653319999999646e+00 -5.841173200000000065e+00 -5.748552110000000326e+00 -5.606301750000000084e+00 -5.396416409999999608e+00 -5.131378449999999702e+00 -4.748069700000000282e+00 -4.235293079999999932e+00 -3.611943909999999924e+00 -2.931577199999999994e+00 -2.266414979999999968e+00 -1.726471770000000072e+00 -1.238349989999999901e+00 -8.685352600000000312e-01 -5.866389410000000249e-01 -3.604115789999999819e-01 -2.309792740000000122e-01 -1.539057669999999989e-01 -9.889573660000000599e-02 -6.419157129999999989e-02 -4.099493600000000265e-02 -2.568198739999999827e-02 -1.596090699999999987e-02 -9.921950840000000674e-03 -6.205080479999999787e-03 -4.077520890000000189e-03 -2.596069329999999876e-03 -1.624273540000000090e-03 -1.009614220000000029e-03 -6.284440919999999871e-04 -3.939316389999999741e-04 -2.596175399999999748e-04 -1.659690419999999909e-04 -1.077250759999999973e-04 -6.907426829999999758e-05 -4.102454419999999684e-05 -2.598252260000000050e-05 -1.731349340000000011e-05 -1.122367510000000052e-05 -7.400122339999999819e-06 -4.833237670000000223e-06 -3.117560370000000044e-06 -2.006021119999999893e-06 -1.295832399999999948e-06 -8.428242119999999522e-07 -5.725632929999999675e-07 -3.752299619999999736e-07 -2.380670290000000095e-07 -1.453618589999999930e-07 -8.374617550000000229e-08 -4.350644670000000105e-08 -1.996962109999999947e-08 -6.539606000000000299e-09
-4.999093489999999917e+00 -4.998624229999999891e+00 -4.997843389999999886e+00 -4.996664159999999910e+00 -4.994765410000000294e+00 -4.991096469999999563e+00 -4.985776150000000406e+00 -4.978379160000000248e+00 -4.966103209999999990e+00 -4.947660720000000012e+00 -4.918233380000000210e+00 -4.870494370000000295e+00 -4.794756490000000149e+00 -4.678139289999999839e+00 -4.505454180000000086e+00 -4.286419419999999647e+00 -3.967955110000000118e+00 -3.539385620000000010e+00 -3.015654080000000015e+00 -2.442316309999999824e+00 -1.881974500000000106e+00 -1.428574749999999893e+00 -1.020731339999999987e+00 -7.135091030000000334e-01 -4.805782020000000099e-01 -2.945408050000000166e-01 -1.884925980000000112e-01 -1.254860080000000100e-01 -8.058298939999999910e-02 -5.228423439999999728e-02 -3.338175470000000200e-02 -2.090911820000000004e-02 -1.299342489999999982e-02 -8.076880249999999692e-03 -5.051140679999999855e-03 -3.319278189999999833e-03 -2.113382029999999901e-03 -1.322344040000000094e-03 -8.220043990000000175e-04 -5.117164059999999544e-04 -3.208036180000000087e-04 -2.114533429999999946e-04 -1.352041359999999869e-04 -8.777641459999999661e-05 -5.629906019999999817e-05 -3.345103710000000159e-05 -2.119551310000000112e-05 -1.413049679999999989e-05 -9.165876890000000435e-06 -6.047544020000000137e-06 -3.953085409999999698e-06 -2.552325279999999910e-06 -1.644131980000000028e-06 -1.063342840000000023e-06 -6.924847719999999637e-07 -4.709805020000000205e-07 -3.090458190000000052e-07 -1.963251590000000005e-07 -1.200191820000000093e-07 -6.922013850000000654e-08 -3.599236850000000228e-08 -1.653102889999999855e-08 -5.415737309999999964e-09
-3.999288579999999982e+00 -3.998920370000000002e+00 -3.998307679999999920e+00 -3.997382399999999780e+00 -3.995892519999999948e+00 -3.993013490000000054e+00 -3.988838229999999818e+00 -3.983032440000000118e+00 -3.973395070000000029e+00 -3.958911510000000078e+00 -3.935788510000000073e+00 -3.898244009999999982e+00 -3.838598039999999934e+00 -3.746568729999999903e+00 -3.609892980000000140e+00 -3.435899050000000177e+00 -3.181807009999999991e+00 -2.838162860000000176e+00 -2.416345279999999818e+00 -1.953406720000000041e+00 -1.501087749999999943e+00 -1.136090150000000021e+00 -8.091459229999999891e-01 -5.640440669999999823e-01 -3.790350049999999804e-01 -2.318514379999999930e-01 -1.482015849999999968e-01 -9.859319319999999831e-02 -6.328113790000000627e-02 -4.104524489999999970e-02 -2.620053639999999837e-02 -1.640889800000000162e-02 -1.019611750000000081e-02 -6.337816779999999942e-03 -3.963532760000000078e-03 -2.604603500000000210e-03 -1.658396080000000029e-03 -1.037706910000000052e-03 -6.451081890000000350e-04 -4.016287389999999855e-04 -2.518149460000000130e-04 -1.660003380000000010e-04 -1.061581929999999969e-04 -6.893244639999999643e-05 -4.422326499999999815e-05 -2.628517399999999920e-05 -1.666134039999999836e-05 -1.111217720000000040e-05 -7.211708440000000041e-06 -4.760960010000000232e-06 -3.114224740000000144e-06 -2.012341950000000117e-06 -1.297481109999999946e-06 -8.399845449999999515e-07 -5.475980590000000066e-07 -3.727968050000000070e-07 -2.448733290000000007e-07 -1.557210620000000084e-07 -9.529080019999999530e-08 -5.500660919999999866e-08 -2.862269829999999906e-08 -1.315293770000000038e-08 -4.310461810000000021e-09
-2.999474399999999985e+00 -2.999202390000000218e+00 -2.998749800000000132e+00 -2.998066290000000134e+00 -2.996965690000000127e+00 -2.994838820000000013e+00 -2.991754160000000162e+00 -2.987464399999999909e+00 -2.980342380000000180e+00 -2.969636149999999919e+00 -2.952536480000000019e+00 -2.924753369999999908e+00 -2.880568540000000066e+00 -2.812286160000000201e+00 -2.710647250000000064e+00 -2.580888410000000022e+00 -2.390740259999999839e+00 -2.132563709999999890e+00 -1.814532100000000092e+00 -1.464789239999999992e+00 -1.123145840000000062e+00 -8.480591039999999525e-01 -6.024773900000000015e-01 -4.190691080000000235e-01 -2.811092130000000244e-01 -1.716908470000000075e-01 -1.096479659999999995e-01 -7.290526519999999955e-02 -4.677534760000000291e-02 -3.033188220000000018e-02 -1.935874110000000009e-02 -1.212279240000000043e-02 -7.532401549999999738e-03 -4.681952669999999567e-03 -2.927978170000000106e-03 -1.924115880000000067e-03 -1.225145900000000057e-03 -7.666378599999999505e-04 -4.766181330000000067e-04 -2.967510360000000106e-04 -1.860742010000000042e-04 -1.226747180000000023e-04 -7.846111699999999982e-05 -5.095537279999999965e-05 -3.269636210000000190e-05 -1.943925780000000061e-05 -1.232563410000000066e-05 -8.223138540000000561e-06 -5.338909350000000071e-06 -3.526204989999999900e-06 -2.307801260000000076e-06 -1.492202370000000002e-06 -9.628102959999999920e-07 -6.238090749999999521e-07 -4.070034840000000170e-07 -2.772907189999999779e-07 -1.822870499999999925e-07 -1.160151980000000005e-07 -7.104810410000000373e-08 -4.104057549999999872e-08 -2.136760179999999863e-08 -9.822922129999999179e-09 -3.219976199999999905e-09
-1.999653359999999935e+00 -1.999473990000000034e+00 -1.999175520000000095e+00 -1.998724790000000029e+00 -1.997999000000000080e+00 -1.996596400000000049e+00 -1.994562069999999965e+00 -1.991732770000000041e+00 -1.987034890000000109e+00 -1.979971420000000037e+00 -1.968686520000000106e+00 -1.950342430000000071e+00 -1.921147170000000015e+00 -1.875978439999999914e+00 -1.808635640000000100e+00 -1.722486540000000010e+00 -1.595930480000000040e+00 -1.423607829999999907e+00 -1.210786499999999988e+00 -9.763975839999999851e-01 -7.474742819999999899e-01 -5.634423029999999777e-01 -3.995496339999999869e-01 -2.774852190000000052e-01 -1.858977980000000030e-01 -1.134169379999999949e-01 -7.238608639999999372e-02 -4.811124380000000172e-02 -3.085923540000000062e-02 -2.000748680000000168e-02 -1.276795250000000055e-02 -7.994956500000000715e-03 -4.967406080000000279e-03 -3.087560110000000038e-03 -1.930879020000000066e-03 -1.268883240000000072e-03 -8.079520099999999792e-04 -5.055914220000000533e-04 -3.143375969999999821e-04 -1.957218959999999894e-04 -1.227327140000000099e-04 -8.092064020000000512e-05 -5.176050899999999811e-05 -3.361873809999999939e-05 -2.157498749999999839e-05 -1.282974120000000054e-05 -8.136582219999999614e-06 -5.429640320000000221e-06 -3.526251510000000091e-06 -2.329763780000000025e-06 -1.525361540000000076e-06 -9.867391030000000881e-07 -6.370029610000000470e-07 -4.129501800000000196e-07 -2.695875669999999828e-07 -1.837687839999999933e-07 -1.208770880000000059e-07 -7.697609799999999869e-08 -4.716635010000000105e-08 -2.725870910000000101e-08 -1.419788010000000064e-08 -6.528774679999999741e-09 -2.140536000000000103e-09
-9.998278019999999877e-01 -9.997387009999999519e-01 -9.995904460000000213e-01 -9.993665510000000474e-01 -9.990060269999999631e-01 -9.983092989999999833e-01 -9.972987330000000483e-01 -9.958931970000000078e-01 -9.935592279999999610e-01 -9.900496069999999982e-01 -9.844414999999999694e-01 -9.753227030000000131e-01 -9.608033620000000496e-01 -9.383249849999999448e-01 -9.047791530000000026e-01 -8.618128590000000422e-01 -7.985994509999999602e-01 -7.123779279999999936e-01 -6.057260330000000526e-01 -4.881598120000000263e-01 -3.733465550000000244e-01 -2.811376460000000188e-01 -1.991411660000000083e-01 -1.381730489999999922e-01 -9.249636679999999334e-02 -5.639597259999999668e-02 -3.597993189999999786e-02 -2.390850190000000028e-02 -1.533273869999999921e-02 -9.939911180000000207e-03 -6.342815439999999888e-03 -3.971537689999999655e-03 -2.467527750000000214e-03 -1.533709940000000001e-03 -9.591405660000000511e-04 -6.303051529999999887e-04 -4.013462779999999895e-04 -2.511542209999999991e-04 -1.561518150000000126e-04 -9.723063160000000496e-05 -6.097339969999999987e-05 -4.020292190000000288e-05 -2.571704000000000069e-05 -1.670446480000000011e-05 -1.072106389999999964e-05 -6.376142210000000259e-06 -4.044262759999999985e-06 -2.699164649999999805e-06 -1.753269300000000031e-06 -1.158601489999999911e-06 -7.587483880000000169e-07 -4.909624570000000159e-07 -3.170471689999999977e-07 -2.056023059999999887e-07 -1.342716389999999870e-07 -9.155824059999999896e-08 -6.024501060000000120e-08 -3.837822939999999829e-08 -2.352364510000000044e-08 -1.359893440000000047e-08 -7.084816499999999654e-09 -3.258443220000000044e-09 -1.068435300000000036e-09
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.998278019999999877e-01 9.997387009999999519e-01 9.995904460000000213e-01 9.993665510000000474e-01 9.990060269999999631e-01 9.983092989999999833e-01 9.972987330000000483e-01 9.958931970000000078e-01 9.935592279999999610e-01 9.900496069999999982e-01 9.844414999999999694e-01 9.753227030000000131e-01 9.608033620000000496e-01 9.383249849999999448e-01 9.047791530000000026e-01 8.618128590000000422e-01 7.985994509999999602e-01 7.123779279999999936e-01 6.057260330000000526e-01 4.881598120000000263e-01 3.733465550000000244e-01 2.811376460000000188e-01 1.991411660000000083e-01 1.381730489999999922e-01 9.249636679999999334e-02 5.639597259999999668e-02 3.597993189999999786e-02 2.390850190000000028e-02 1.533273869999999921e-02 9.939911180000000207e-03 6.342815439999999888e-03 3.971537689999999655e-03 2.467527750000000214e-03 1.533709940000000001e-03 9.591405660000000511e-04 6.303051529999999887e-04 4.013462779999999895e-04 2.511542209999999991e-04 1.561518150000000126e-04 9.723063169999999642e-05 6.097339969999999987e-05 4.020292190000000288e-05 2.571704000000000069e-05 1.670446480000000011e-05 1.072106389999999964e-05 6.376142239999999733e-06 4.044262790000000305e-06 2.699164660000000053e-06 1.753269300000000031e-06 1.158601499999999947e-06 7.587483930000000351e-07 4.909624590000000232e-07 3.170471720000000085e-07 2.056023069999999923e-07 1.342716399999999907e-07 9.155824249999999791e-08 6.024501209999999341e-08 3.837822920000000154e-08 2.352364799999999971e-08 1.359893239999999984e-08 7.084817459999999795e-09 3.258445150000000163e-09 1.068434330000000058e-09
1.999653359999999935e+00 1.999473990000000034e+00 1.999175520000000095e+00 1.998724790000000029e+00 1.997999000000000080e+00 1.996596400000000049e+00 1.994562069999999965e+00 1.991732770000000041e+00 1.987034890000000109e+00 1.979971420000000037e+00 1.968686520000000106e+00 1.950342430000000071e+00 1.921147170000000015e+00 1.875978439999999914e+00 1.808635640000000100e+00 1.722486540000000010e+00 1.595930480000000040e+00 1.423607829999999907e+00 1.210786499999999988e+00 9.763975839999999851e-01 7.474742819999999899e-01 5.634423029999999777e-01 3.995496339999999869e-01 2.774852190000000052e-01 1.858977980000000030e-01 1.134169379999999949e-01 7.238608639999999372e-02 4.811124380000000172e-02 3.085923540000000062e-02 2.000748680000000168e-02 1.276795250000000055e-02 7.994956500000000715e-03 4.967406080000000279e-03 3.087560110000000038e-03 1.930879020000000066e-03 1.268883240000000072e-03 8.079520099999999792e-04 5.055914220000000533e-04 3.143375969999999821e-04 1.957218959999999894e-04 1.227327140000000099e-04 8.092064020000000512e-05 5.176050899999999811e-05 3.361873809999999939e-05 2.157498760000000002e-05 1.282974120000000054e-05 8.136582219999999614e-06 5.429640330000000046e-06 3.526251510000000091e-06 2.329763789999999850e-06 1.525361549999999900e-06 9.867390999999999713e-07 6.370029590000000397e-07 4.129501800000000196e-07 2.695875679999999864e-07 1.837687880000000079e-07 1.208770890000000096e-07 7.697610119999999971e-08 4.716634980000000260e-08 2.725871200000000028e-08 1.419788199999999959e-08 6.528770820000000330e-09 2.140536959999999830e-09
2.999474399999999985e+00 2.999202390000000218e+00 2.998749800000000132e+00 2.998066290000000134e+00 2.996965690000000127e+00 2.994838820000000013e+00 2.991754160000000162e+00 2.987464399999999909e+00 2.980342380000000180e+00 2.969636149999999919e+00 2.952536480000000019e+00 2.924753369999999908e+00 2.880568540000000066e+00 2.812286160000000201e+00 2.710647250000000064e+00 2.580888410000000022e+00 2.390740259999999839e+00 2.132563709999999890e+00 1.814532100000000092e+00 1.464789239999999992e+00 1.123145840000000062e+00 8.480591039999999525e-01 6.024773900000000015e-01 4.190691080000000235e-01 2.811092130000000244e-01 1.716908470000000075e-01 1.096479659999999995e-01 7.290526519999999955e-02 4.677534760000000291e-02 3.033188220000000018e-02 1.935874110000000009e-02 1.212279240000000043e-02 7.532401549999999738e-03 4.681952669999999567e-03 2.927978170000000106e-03 1.924115880000000067e-03 1.225145900000000057e-03 7.666378599999999505e-04 4.766181330000000067e-04 2.967510360000000106e-04 1.860742010000000042e-04 1.226747180000000023e-04 7.846111699999999982e-05 5.095537279999999965e-05 3.269636220000000015e-05 1.943925780000000061e-05 1.232563410000000066e-05 8.223138560000000210e-06 5.338909369999999720e-06 3.526205000000000148e-06 2.307801269999999901e-06 1.492202380000000039e-06 9.628102950000000943e-07 6.238090859999999920e-07 4.070034860000000242e-07 2.772907229999999924e-07 1.822870559999999878e-07 1.160152030000000054e-07 7.104810639999999619e-08 4.104057530000000196e-08 2.136760080000000162e-08 9.822921150000000191e-09 3.219976199999999905e-09
