2.537075864556107875e-04 2.221749502339401489e-04 1.935901741785312933e-04 1.675740112587686351e-04 1.437812871558231790e-04 1.218963223767229319e-04 1.016287452407631535e-04 8.270964036729278588e-05 6.488798154047158541e-05 4.792730179810697618e-05 3.160255640038592924e-05 1.569713740885772185e-05 0.000000000000000000e+00 -1.569713741102778638e-05 -3.160255639604886982e-05 -4.792730179586349084e-05 -6.488798154797136421e-05 -8.270964035903154480e-05 -1.016287452345935010e-04 -1.218963223854352418e-04 -1.437812871595231003e-04 -1.675740112635982950e-04 -1.935901741733084746e-04 -2.221749502283089654e-04 -2.537075864587732968e-04
3.182481405362319366e-04 2.786941550896169422e-04 2.428378525310116937e-04 2.102035289593500963e-04 1.803582165203173107e-04 1.529059419010554699e-04 1.274824749584166415e-04 1.037504980077296737e-04 8.139513172765106062e-05 6.011975857190231254e-05 3.964208799938159647e-05 1.969041188223096141e-05 0.000000000000000000e+00 -1.969041188536461062e-05 -3.964208800021958311e-05 -6.011975856873633377e-05 -8.139513173571950345e-05 -1.037504979948551524e-04 -1.274824749582449310e-04 -1.529059419132353429e-04 -1.803582165288399801e-04 -2.102035289662093013e-04 -2.428378525297671922e-04 -2.786941550865127087e-04 -3.182481405317113014e-04
3.964107891074575263e-04 3.471425692276537190e-04 3.024800699092689569e-04 2.618307825748233085e-04 2.246554241856532196e-04 1.904607869484292075e-04 1.587931984127608398e-04 1.292325052117965906e-04 1.013865008269585941e-04 7.488572380791972695e-05 4.937855715386961746e-05 2.452656435399402674e-05 0.000000000000000000e+00 -2.452656435323443131e-05 -4.937855715304611848e-05 -7.488572381111858415e-05 -1.013865008319503422e-04 -1.292325051983078416e-04 -1.587931984119459806e-04 -1.904607869558099138e-04 -2.246554241905988078e-04 -2.618307825827303949e-04 -3.024800699051557107e-04 -3.471425692311374232e-04 -3.964107891014306091e-04
4.972512100142899077e-04 4.354505060688663781e-04 3.794269423509327829e-04 3.284373336830375811e-04 2.818052493184896711e-04 2.389120461554107978e-04 1.991886669691071590e-04 1.621080952070400060e-04 1.271783665010489184e-04 9.393604452462623092e-05 6.194007453179416808e-05 3.076593364835455925e-05 0.000000000000000000e+00 -3.076593365024599737e-05 -6.194007452915473210e-05 -9.393604452225593458e-05 -1.271783665105630364e-04 -1.621080951982043004e-04 -1.991886669666439872e-04 -2.389120461651417021e-04 -2.818052493260128958e-04 -3.284373336859042658e-04 -3.794269423538864749e-04 -4.354505060731944047e-04 -4.972512100144140489e-04
6.494581857876988119e-04 5.687415624892151397e-04 4.955700483501475351e-04 4.289730660150961410e-04 3.680672046171893741e-04 3.120445129190139392e-04 2.601617906678955951e-04 2.117307367324625057e-04 1.661088237929467975e-04 1.226907790012185182e-04 8.090055776671156230e-05 4.018370463393086602e-05 0.000000000000000000e+00 -4.018370463355682305e-05 -8.090055776325261855e-05 -1.226907790039197808e-04 -1.661088238008607415e-04 -2.117307367233890888e-04 -2.601617906622002811e-04 -3.120445129283385115e-04 -3.680672046231164905e-04 -4.289730660201761161e-04 -4.955700483522971827e-04 -5.687415624869429772e-04 -6.494581857835549912e-04
8.219521826195084167e-04 7.197990263966895464e-04 6.271943696552853033e-04 5.429099881347114812e-04 4.658279447933503094e-04 3.949257802024356070e-04 3.292629649719871696e-04 2.679684353913743683e-04 2.102290478660031356e-04 1.552787995260936191e-04 1.023886724795528474e-04 5.085696764294462852e-05 0.000000000000000000e+00 -5.085696764601496710e-05 -1.023886724798867817e-04 -1.552787995247491000e-04 -2.102290478708495464e-04 -2.679684353801998218e-04 -3.292629649593256397e-04 -3.949257802185985678e-04 -4.658279447983129738e-04 -5.429099881363601190e-04 -6.271943696533527129e-04 -7.197990263930306894e-04 -8.219521826170489041e-04
1.014730485376400893e-03 8.886207483393499191e-04 7.742982070776953558e-04 6.702467598621432519e-04 5.750864166129855811e-04 4.875550250176001639e-04 4.064915527556479296e-04 3.308207055872929188e-04 2.595386784435850243e-04 1.916998516585667037e-04 1.264042563303714164e-04 6.278564364979840663e-05 0.000000000000000000e+00 -6.278564364829269375e-05 -1.264042563312101010e-04 -1.916998516532936051e-04 -2.595386784536438726e-04 -3.308207055780552994e-04 -4.064915527523870831e-04 -4.875550250264352190e-04 -5.750864166165144424e-04 -6.702467598682342997e-04 -7.742982070753692001e-04 -8.886207483310554472e-04 -1.014730485377238114e-03
1.272835438054338185e-03 1.114652235425495986e-03 9.712530856271790053e-04 8.407365675938433675e-04 7.213719225657664593e-04 6.115761472972061847e-04 5.098930361197344602e-04 4.149738961502100957e-04 3.255596818440779482e-04 2.404643134801923729e-04 1.585589594287465959e-04 7.875707499323765840e-05 0.000000000000000000e+00 -7.875707499131139706e-05 -1.585589594232395265e-04 -2.404643134804027894e-04 -3.255596818550793477e-04 -4.149738961409457508e-04 -5.098930361137812145e-04 -6.115761473086277124e-04 -7.213719225712517634e-04 -8.407365676030032495e-04 -9.712530856268510341e-04 -1.114652235429816098e-03 -1.272835438054112237e-03
1.585399384889243663e-03 1.388377297511223223e-03 1.209767731241445481e-03 1.047202815195555923e-03 8.985271431759452596e-04 7.617692648230697545e-04 6.351155993676240070e-04 5.168864297890287318e-04 4.055136618644820902e-04 2.995200556690440869e-04 1.974996558687223567e-04 9.809916301868089458e-05 0.000000000000000000e+00 -9.809916301695812443e-05 -1.974996558649484658e-04 -2.995200556724840436e-04 -4.055136618694714259e-04 -5.168864297812787462e-04 -6.351155993614187928e-04 -7.617692648318406248e-04 -8.985271431825880579e-04 -1.047202815201494532e-03 -1.209767731240028428e-03 -1.388377297510176318e-03 -1.585399384881119953e-03
1.988621292440007418e-03 1.741498389789012009e-03 1.517467747354809540e-03 1.313560027715605493e-03 1.127072223266908880e-03 9.555319338484716653e-04 7.966646754035750693e-04 6.483637921645151901e-04 5.086625779661048830e-04 3.757082408027592312e-04 2.477373683505973553e-04 1.230525717722550174e-04 0.000000000000000000e+00 -1.230525717726226704e-04 -2.477373683465098589e-04 -3.757082408042816679e-04 -5.086625779727282741e-04 -6.483637921629576252e-04 -7.966646753962767624e-04 -9.555319338574949379e-04 -1.127072223272309074e-03 -1.313560027714720350e-03 -1.517467747351267668e-03 -1.741498389786185711e-03 -1.988621292433624937e-03
