-3.387796786257867288e-01 -3.794306196710981460e-01 -4.234681319463011184e-01 -4.742791900757403756e-01 -5.420245320340928430e-01 -6.097663433145860123e-01 -6.775041829218753087e-01 -7.587837270983353033e-01 -8.468285129541481826e-01 -9.484070091811580561e-01 -1.066897591555621583e+00 -1.202289220473001574e+00 -1.354567220659271154e+00 -1.523712462039544357e+00 -1.692795779272944667e+00 -1.895604391021166180e+00 -2.132073556619692667e+00 -2.402115390170406428e+00 -2.705613240118617480e+00 -3.042415340829661030e+00 -3.378725827649755598e+00 -3.781574423450687394e+00 -4.217002269829223771e+00 -4.717991347190577223e+00 -5.383308789401493044e+00 -6.045206211520986805e+00 -6.703288279971809871e+00 -7.487409935900955382e+00 -8.329307140906623275e+00 -9.289954399153101505e+00 -1.039467862112860708e+01 -1.163404385550572862e+01 -1.299608977800833465e+01 -1.446613739835625445e+01 -1.588740777769528911e+01 -1.752485862243477754e+01 -1.933716998622128358e+01 -2.127511252357982841e+01 -2.328325335957967468e+01 -2.530273206318153001e+01 -2.710597363078240818e+01 -2.899936888201135332e+01 -3.074227231755891054e+01 -3.239478085652000061e+01 -3.408044497935372874e+01 -3.527180355116975363e+01 -3.606195130097965063e+01 -3.658954512316164198e+01 -3.676111177841428912e+01 -3.657667207950878918e+01 -3.599698309650455741e+01 -3.501943163068435183e+01 -3.368153836030771942e+01 -3.204670247624218860e+01 -3.035898656866964629e+01 -2.835133288483067560e+01 -2.610462593232524853e+01 -2.371064755886427733e+01 -2.125493226291971993e+01 -1.880580225614943402e+01 -1.661636241499112288e+01 -1.427699801711026772e+01 -1.202982832700248927e+01 -9.724941699890887747e+00 -7.002041073601593446e+00 -4.550678603271768985e+00 -2.263653218008447432e+00
-3.067383560545536847e-01 -3.435447697627274088e-01 -3.834175432209478429e-01 -4.294233731640107465e-01 -4.907621944956411797e-01 -5.520980662997625465e-01 -6.134306201393605606e-01 -6.870247864074195965e-01 -7.667450716109002196e-01 -8.587202904561979100e-01 -9.660099555428431906e-01 -1.088604843128223587e+00 -1.226492691166427784e+00 -1.379657514277950581e+00 -1.532770593905709244e+00 -1.716429936964636527e+00 -1.930581432940238651e+00 -2.175151614490766772e+00 -2.450042947272442539e+00 -2.755128503063235534e+00 -3.059802941361279061e+00 -3.424806663485988611e+00 -3.819397749855372393e+00 -4.273500058444798633e+00 -4.876735187954798434e+00 -5.477103794991352359e+00 -6.074271772097469047e+00 -6.786190246123359415e+00 -7.551072257392720033e+00 -8.424556813100343433e+00 -9.430096002370007113e+00 -1.055967962387065562e+01 -1.180310637906712401e+01 -1.314778196172459168e+01 -1.445073234754709013e+01 -1.595574140322743517e+01 -1.762676720240667194e+01 -1.942037247448062232e+01 -2.128695965386846822e+01 -2.317298943102153075e+01 -2.486516030004352373e+01 -2.665066315506926031e+01 -2.830258148134531737e+01 -2.987654787569983839e+01 -3.149015615252130473e+01 -3.263566094534984074e+01 -3.339777035604452493e+01 -3.390771271505116857e+01 -3.407372559665240885e+01 -3.389526008134763657e+01 -3.333503527636794672e+01 -3.239264560765291634e+01 -3.110754992334714331e+01 -2.954437271564138001e+01 -2.793859920242978490e+01 -2.603851692324073852e+01 -2.392451852988179795e+01 -2.168534360731737465e+01 -1.940165722332145748e+01 -1.713621754000286046e+01 -1.512019284322554569e+01 -1.297460877212729180e+01 -1.092076665426198900e+01 -8.820349152413756499e+00 -6.345464252305179187e+00 -4.121833397097611318e+00 -2.049747813218786519e+00
-2.757135432855779555e-01 -3.087973450030254696e-01 -3.446374293029162983e-01 -3.859903594779523495e-01 -4.411256960353177048e-01 -4.962585755492522344e-01 -5.513886910791675477e-01 -6.175407491832671791e-01 -6.891998738007207859e-01 -7.718753770469969355e-01 -8.683178371349238311e-01 -9.785195694918544795e-01 -1.102470357767685094e+00 -1.240156882650593539e+00 -1.377800294841856621e+00 -1.542908768798328722e+00 -1.735437209672316294e+00 -1.955324382181415466e+00 -2.202488975974393970e+00 -2.476825150993847924e+00 -2.750818542364032560e+00 -3.079105550582807993e+00 -3.434057731924621493e+00 -3.842620606846224973e+00 -4.385505360571598565e+00 -4.925995268656151005e+00 -5.463809166966364650e+00 -6.105266810403209732e+00 -6.794848551474058418e+00 -7.582909380989460324e+00 -8.490946525138346246e+00 -9.512191950467842716e+00 -1.063798998054394040e+01 -1.185759811613504944e+01 -1.304170806074078826e+01 -1.441261291940993416e+01 -1.593910726046103576e+01 -1.758318926628465917e+01 -1.930091393308219594e+01 -2.104412443220901352e+01 -2.261514801336912939e+01 -2.428047689302697520e+01 -2.582862184638813119e+01 -2.731068112904785394e+01 -2.883744948823793663e+01 -2.992601187034081178e+01 -3.065246237674905316e+01 -3.113955541331730359e+01 -3.129830629963641897e+01 -3.112765101282787938e+01 -3.059259457179734909e+01 -2.969474356757365285e+01 -2.847474155814843755e+01 -2.699732051366095931e+01 -2.548687348557073307e+01 -2.370861662895519828e+01 -2.174100562121355651e+01 -1.966847400965989578e+01 -1.756600239252680495e+01 -1.549048492508776498e+01 -1.365107888048506979e+01 -1.170039869039214864e+01 -9.838936112921871313e+00 -7.940211673576628826e+00 -5.708120771140967165e+00 -3.706153957132766852e+00 -1.842575226396692356e+00
-2.456024396709459157e-01 -2.750732196325392787e-01 -3.069993164427548549e-01 -3.438362798326802805e-01 -3.929506516637345515e-01 -4.420629850350386025e-01 -4.911730252808759745e-01 -5.501016881552073245e-01 -6.139364226941139702e-01 -6.875851635622279856e-01 -7.734984946823921792e-01 -8.716700399611307937e-01 -9.820913222756665339e-01 -1.104751289209283449e+00 -1.227375481738501861e+00 -1.374471718368311279e+00 -1.546002572700360345e+00 -1.741917216242510280e+00 -1.962148146141264871e+00 -2.206607476930834366e+00 -2.450782195128726748e+00 -2.743372419652472249e+00 -3.059770271064520930e+00 -3.424015990494264194e+00 -3.908125961281100125e+00 -4.390244009522530355e+00 -4.870134790714135242e+00 -5.442739283026626573e+00 -6.058616200433479371e+00 -6.762890300599075033e+00 -7.575039654145313328e+00 -8.489378784563639257e+00 -9.498609447487018187e+00 -1.059363156759056146e+01 -1.165864983213539929e+01 -1.289421264523731026e+01 -1.427352864679463451e+01 -1.576366515471250729e+01 -1.732610123952371595e+01 -1.891804521768754199e+01 -2.035864097891504798e+01 -2.189225513950028201e+01 -2.332437142670519492e+01 -2.470147451221773949e+01 -2.612669394505376630e+01 -2.714709668124202935e+01 -2.783008815706570260e+01 -2.828896892964364440e+01 -2.843868778859565438e+01 -2.827774506030318236e+01 -2.777373955066401834e+01 -2.693000689816239301e+01 -2.578749003853611299e+01 -2.440979131519571155e+01 -2.300768572158093406e+01 -2.136483882213348906e+01 -1.955635624024964869e+01 -1.766121844485952153e+01 -1.574806154275029968e+01 -1.386775440282790939e+01 -1.220750982552877062e+01 -1.045238488383175124e+01 -8.782146116409791148e+00 -7.082374019694053224e+00 -5.088191105001222958e+00 -3.302344382847496984e+00 -1.641458945497912048e+00
-2.163052680220869661e-01 -2.422606525253950260e-01 -2.703785061662289935e-01 -3.028214901476660170e-01 -3.460774995565878975e-01 -3.893318277468113542e-01 -4.325842646716275830e-01 -4.844843968206476448e-01 -5.407057046134798872e-01 -6.055709001739052466e-01 -6.812385489056006493e-01 -7.677033916482892684e-01 -8.649584360122168913e-01 -9.729945649506650529e-01 -1.081001184363564294e+00 -1.210565576757019812e+00 -1.361656864732557759e+00 -1.534233109378149829e+00 -1.728238605769084169e+00 -1.943600815609356491e+00 -2.158728129367619708e+00 -2.416534674850761455e+00 -2.695350442646796019e+00 -3.016376522580434205e+00 -3.443129897013093910e+00 -3.868236792432126592e+00 -4.291501608376213639e+00 -4.796717627608519052e+00 -5.340353375664486535e+00 -5.962357323346130222e+00 -6.680137410878606907e+00 -7.488953258789555534e+00 -8.382699986406839443e+00 -9.353734351213269349e+00 -1.029961633178879765e+01 -1.139895061449748148e+01 -1.262896527489336229e+01 -1.396143505602888091e+01 -1.536300700145677567e+01 -1.679617612223209377e+01 -1.809792575437700890e+01 -1.948915655213155773e+01 -2.079370340712823761e+01 -2.205334380453566112e+01 -2.336266319271416592e+01 -2.430378775548841119e+01 -2.493550152790514929e+01 -2.536075318396918021e+01 -2.549964485041309104e+01 -2.535034387603410266e+01 -2.488332831486090768e+01 -2.410329918934052884e+01 -2.305050554278081876e+01 -2.178610036992293431e+01 -2.050476235633236755e+01 -1.901005146382621902e+01 -1.737237839809856865e+01 -1.566425579727422424e+01 -1.394746162424749336e+01 -1.226679225709187371e+01 -1.078768597784802274e+01 -9.228398850407383947e+00 -7.748107852228809378e+00 -6.244650603835683711e+00 -4.483871543009876781e+00 -2.909136090203959135e+00 -1.445741016301306914e+00
-1.877249447585403186e-01 -2.102509180347060247e-01 -2.346536636481805216e-01 -2.628101109697247861e-01 -3.003509757337765040e-01 -3.378904659021085832e-01 -3.754284097286851862e-01 -4.204716593721348206e-01 -4.692653772246072053e-01 -5.255612877297646257e-01 -5.912329712796432490e-01 -6.662761275490527435e-01 -7.506850388060942736e-01 -8.444522496782037591e-01 -9.381953297747888110e-01 -1.050651411712278493e+00 -1.181795242522539535e+00 -1.331592519406807007e+00 -1.499997674474391474e+00 -1.686951360486718565e+00 -1.873712877054927173e+00 -2.097543400542856595e+00 -2.339638017129685554e+00 -2.618417707519444360e+00 -2.989074699473355246e+00 -3.358382930368978503e+00 -3.726181412444776964e+00 -4.165323931604708818e+00 -4.638040253794006418e+00 -5.179154810535155029e+00 -5.803965553821557322e+00 -6.508560095790024924e+00 -7.287885669860678206e+00 -8.135593820834252199e+00 -8.962444399157245556e+00 -9.924946120280706552e+00 -1.100398623521236452e+01 -1.217570183055725330e+01 -1.341164082369963850e+01 -1.467946330790881326e+01 -1.583485689420579412e+01 -1.707401767639477441e+01 -1.824033493587778310e+01 -1.937076965585089994e+01 -2.055048759584623497e+01 -2.140156057093492237e+01 -2.197434032915246149e+01 -2.236062020003555517e+01 -2.248690722768534656e+01 -2.235115802402378904e+01 -2.192698759673159969e+01 -2.122003223337675593e+01 -2.026877979949600572e+01 -1.913057594559983698e+01 -1.798163155531688417e+01 -1.664675500088828386e+01 -1.519041611762603772e+01 -1.367778461222786923e+01 -1.216339812838055501e+01 -1.068602098201459860e+01 -9.389555279751853334e+00 -8.026114664448556368e+00 -6.734452445449765179e+00 -5.424834103349388315e+00 -3.893374948185774009e+00 -2.525285604681401175e+00 -1.254780117822289487e+00
-1.597667588578952635e-01 -1.789379466546021646e-01 -1.997064169874526729e-01 -2.236695791257813648e-01 -2.556196024642122255e-01 -2.875685164234216273e-01 -3.195161823888718056e-01 -3.578515390567014176e-01 -3.993789778622740538e-01 -4.472915947845432227e-01 -5.031840961498775799e-01 -5.670530111128307960e-01 -6.388937247019514931e-01 -7.187002192383205035e-01 -7.984872366093130891e-01 -8.942029105168011194e-01 -1.005826855521743113e+00 -1.133331378516530652e+00 -1.276679688129904511e+00 -1.435823861238527233e+00 -1.594812864233947414e+00 -1.785370886157722436e+00 -1.991494992437491396e+00 -2.228877893782186703e+00 -2.544540538731192125e+00 -2.859112891331740514e+00 -3.172464295068659013e+00 -3.546693242004476332e+00 -3.949661737362392788e+00 -4.411119124766768707e+00 -4.944222674434258558e+00 -5.545789537231706312e+00 -6.211699242745982730e+00 -6.936759017483752565e+00 -7.644781408641837750e+00 -8.470065731929519615e+00 -9.396837317383228694e+00 -1.040527693447237212e+01 -1.147156996047390898e+01 -1.256839414203550476e+01 -1.357085868995950761e+01 -1.464933334860798197e+01 -1.566778893546596052e+01 -1.665824733007599079e+01 -1.769560325956722480e+01 -1.844645338185202021e+01 -1.895299994283579181e+01 -1.929518048587047119e+01 -1.940715085844047039e+01 -1.928679300981694311e+01 -1.891108491872844155e+01 -1.828612249745852836e+01 -1.744753386410771157e+01 -1.644751089404783428e+01 -1.544158877899224258e+01 -1.427707018038186781e+01 -1.301136146275015371e+01 -1.170155415295483259e+01 -1.039467577753314664e+01 -9.123560151649749983e+00 -8.010848419055072611e+00 -6.843074507776111481e+00 -5.738746549091518823e+00 -4.620702233506566614e+00 -3.314930704567664588e+00 -2.149572159997167553e+00 -1.067949655880635396e+00
-1.323380585649469032e-01 -1.482179743390005799e-01 -1.654209660979838736e-01 -1.852702100802016139e-01 -2.117351887914120101e-01 -2.381992899071987413e-01 -2.646624037703377841e-01 -2.964166828573523982e-01 -3.308151497111714856e-01 -3.705027941078678499e-01 -4.168006539919618669e-01 -4.697059835334242983e-01 -5.292151316909353698e-01 -5.953233375680507811e-01 -6.614161342071599448e-01 -7.407047465959372134e-01 -8.331730452800204523e-01 -9.387991173532256317e-01 -1.057553848163979904e+00 -1.189399309831021601e+00 -1.321121969843107369e+00 -1.479008084435891268e+00 -1.649803013174954813e+00 -1.846515746137835867e+00 -2.108127942883618378e+00 -2.368876481376523291e+00 -2.628657521373859662e+00 -2.938973574791673204e+00 -3.273209074751992187e+00 -3.656082582766521760e+00 -4.098587461132321863e+00 -4.598189043104047080e+00 -5.151599396010113630e+00 -5.754664451615178145e+00 -6.344115386782173793e+00 -7.031960064658633769e+00 -7.805483274138157235e+00 -8.648624963422863132e+00 -9.541960785141057499e+00 -1.046302888744142479e+01 -1.130694232750120776e+01 -1.221725379951261559e+01 -1.307937079852646889e+01 -1.392024594241167357e+01 -1.480370065859227147e+01 -1.544501665576899896e+01 -1.587858886870482777e+01 -1.617190583718062769e+01 -1.626796364151057972e+01 -1.616471187426525091e+01 -1.584268346315053044e+01 -1.530793962723083190e+01 -1.459216824814743951e+01 -1.374112518449847364e+01 -1.288767794916583931e+01 -1.190274243748386063e+01 -1.083568041088330958e+01 -9.734904383196955280e+00 -8.639753069196714819e+00 -7.577267348880583953e+00 -6.649112040963565562e+00 -5.676711601096434023e+00 -4.758505598164398442e+00 -3.830022926357287805e+00 -2.746783982528294921e+00 -1.780795140442360536e+00 -8.846358748839170394e-01
-1.053479448407288188e-01 -1.179891993415629337e-01 -1.316836999569561129e-01 -1.474847695983992069e-01 -1.685523416023746723e-01 -1.896192413362328133e-01 -2.106853847963319482e-01 -2.359636404057459669e-01 -2.633468835740952474e-01 -2.949407162231159063e-01 -3.317968232040467980e-01 -3.739131010169359226e-01 -4.212867526573831345e-01 -4.739141307974769624e-01 -5.265297039981929883e-01 -5.896509677171395403e-01 -6.632655642465254964e-01 -7.473567039473473228e-01 -8.419020776660199878e-01 -9.468726205131424711e-01 -1.051749061037122734e+00 -1.177462018801237464e+00 -1.313460700831687200e+00 -1.470107573334265672e+00 -1.678455279139803968e+00 -1.886140672107121885e+00 -2.093083908073308574e+00 -2.340325235997694708e+00 -2.606680554554978713e+00 -2.911876185123446703e+00 -3.264724383128670304e+00 -3.663273030166984245e+00 -4.104985750699237990e+00 -4.586651443875988221e+00 -5.057802849985865379e+00 -5.608098968695022002e+00 -6.227650064432656229e+00 -6.903910841553225985e+00 -7.621626641125638812e+00 -8.363043062825212814e+00 -9.043737243482596000e+00 -9.779598195198149213e+00 -1.047816090615434170e+01 -1.116117918489132599e+01 -1.188067515641453831e+01 -1.240425375857243750e+01 -1.275886652946439881e+01 -1.299906744396326985e+01 -1.307778409558012100e+01 -1.299317326819649132e+01 -1.272947997408120813e+01 -1.229224874313450933e+01 -1.170821775429465994e+01 -1.101554121058595470e+01 -1.032268886935015217e+01 -9.525162212633027536e+00 -8.663451056617475388e+00 -7.776813217989141158e+00 -6.896789432509469187e+00 -6.044778523886933819e+00 -5.301739916030554944e+00 -4.524370697711359135e+00 -3.791204994229971703e+00 -3.050558146335596188e+00 -2.187194438994297219e+00 -1.417771398636183511e+00 -7.042359870765468877e-01
-7.870697055182847290e-02 -8.815144546258832370e-02 -9.838282097356361444e-02 -1.101880533422335828e-01 -1.259279856866881708e-01 -1.416674308109042990e-01 -1.574063278329537463e-01 -1.762921950535917270e-01 -1.967507729712214826e-01 -2.203552175322924800e-01 -2.478912978010403834e-01 -2.793574892370497276e-01 -3.147517646459662699e-01 -3.540714804962854512e-01 -3.933826403467792221e-01 -4.405434032761092467e-01 -4.955448120826573266e-01 -5.583746966822250579e-01 -6.290168852701530922e-01 -7.074503073988707147e-01 -7.858155122015517691e-01 -8.797531524523330981e-01 -9.813809149183645442e-01 -1.098444541622433324e+00 -1.254156043981540236e+00 -1.409387141087493189e+00 -1.564079799794796832e+00 -1.748919578717406997e+00 -1.948081435591129562e+00 -2.176331326436081071e+00 -2.440288041126811969e+00 -2.738530929493477206e+00 -3.069211835321366433e+00 -3.429987254021843235e+00 -3.783094469835840634e+00 -4.195805007098167394e+00 -4.660866568623129425e+00 -5.169048664756685341e+00 -5.709080608373731103e+00 -6.267778740216397360e+00 -6.781535058882117717e+00 -7.337883594564580392e+00 -7.867022932225783194e+00 -8.385388607829062479e+00 -8.932581254785084468e+00 -9.331554543154238601e+00 -9.602164218989479139e+00 -9.785649329232844806e+00 -9.845812572405353791e+00 -9.781145062825846281e+00 -9.579726690175322190e+00 -9.246148303159973381e+00 -8.801312750090991344e+00 -8.274772711827619531e+00 -7.749170618211786099e+00 -7.145399911779156454e+00 -6.494412413056477540e+00 -5.825949495792668742e+00 -5.163694011238228576e+00 -4.523547395953235295e+00 -3.966002078255151719e+00 -3.383326379908941028e+00 -2.834289505560023237e+00 -2.280066564263998341e+00 -1.634434456795097246e+00 -1.059332475368211401e+00 -5.261563178440252786e-01
